div,32,1,3.600664e-06
mul,32,1,3.710742e-06
div,32,2,3.548824e-06
mul,32,2,3.618582e-06
div,32,3,3.552662e-06
mul,32,3,3.610264e-06
div,32,4,3.552662e-06
mul,32,4,3.618264e-06
div,32,5,3.553624e-06
mul,32,5,3.632982e-06
div,32,6,3.551702e-06
mul,32,6,3.632984e-06
div,32,7,3.555544e-06
mul,32,7,3.624982e-06
div,32,8,3.553942e-06
mul,32,8,3.610904e-06
div,32,9,3.537942e-06
mul,32,9,3.597464e-06
div,32,10,3.540822e-06
mul,32,10,3.606102e-06
div,32,11,3.552662e-06
mul,32,11,3.615062e-06
div,32,12,3.543062e-06
mul,32,12,3.627862e-06
div,32,13,3.548504e-06
mul,32,13,3.611862e-06
div,32,14,3.543062e-06
mul,32,14,3.629144e-06
div,32,15,3.538902e-06
mul,32,15,3.603864e-06
div,32,16,3.536022e-06
mul,32,16,3.602584e-06
div,32,17,3.544982e-06
mul,32,17,3.607704e-06
div,32,18,3.542102e-06
mul,32,18,3.596184e-06
div,32,19,3.549462e-06
mul,32,19,3.618262e-06
div,32,20,3.549784e-06
mul,32,20,3.622102e-06
div,32,21,3.546902e-06
mul,32,21,3.617942e-06
div,32,22,3.534742e-06
mul,32,22,3.615704e-06
div,32,23,3.549142e-06
mul,32,23,3.606424e-06
div,32,24,3.566102e-06
mul,32,24,3.604822e-06
div,32,25,3.541464e-06
mul,32,25,3.596182e-06
div,32,26,3.535382e-06
mul,32,26,3.597464e-06
div,32,27,3.544662e-06
mul,32,27,3.597784e-06
div,32,28,3.544662e-06
mul,32,28,3.602582e-06
div,32,29,3.546582e-06
mul,32,29,3.624022e-06
div,32,30,3.557784e-06
mul,32,30,3.614102e-06
div,32,31,3.542104e-06
mul,32,31,3.613782e-06
div,32,32,3.538902e-06
mul,32,32,3.605784e-06
div,32,33,3.560662e-06
mul,32,33,3.626904e-06
div,32,34,3.532502e-06
mul,32,34,3.594584e-06
div,32,35,3.569304e-06
mul,32,35,3.631702e-06
div,32,36,3.558102e-06
mul,32,36,3.630104e-06
div,32,37,3.562262e-06
mul,32,37,3.632662e-06
div,32,38,3.544664e-06
mul,32,38,3.622102e-06
div,32,39,3.575062e-06
mul,32,39,3.630744e-06
div,32,40,3.556502e-06
mul,32,40,3.632982e-06
div,32,41,3.552982e-06
mul,32,41,3.631064e-06
div,32,42,3.548184e-06
mul,32,42,3.616982e-06
div,32,43,3.585302e-06
mul,32,43,3.643544e-06
div,32,44,3.553942e-06
mul,32,44,3.641944e-06
div,32,45,3.567062e-06
mul,32,45,3.631704e-06
div,32,46,3.550422e-06
mul,32,46,3.616342e-06
div,32,47,3.555864e-06
mul,32,47,3.645782e-06
div,32,48,3.553622e-06
mul,32,48,3.632664e-06
div,32,49,3.564182e-06
mul,32,49,3.616664e-06
div,32,50,3.549144e-06
mul,32,50,3.624342e-06
div,32,51,3.546584e-06
mul,32,51,3.617942e-06
div,32,52,3.554582e-06
mul,32,52,3.627224e-06
div,32,53,3.551702e-06
mul,32,53,3.609942e-06
div,32,54,3.543702e-06
mul,32,54,3.597782e-06
div,32,55,3.555542e-06
mul,32,55,3.621462e-06
div,32,56,3.549784e-06
mul,32,56,3.624662e-06
div,32,57,3.544022e-06
mul,32,57,3.603224e-06
div,32,58,3.547862e-06
mul,32,58,3.622104e-06
div,32,59,3.532822e-06
mul,32,59,3.608344e-06
div,32,60,3.542742e-06
mul,32,60,3.606102e-06
div,32,61,3.545944e-06
mul,32,61,3.622422e-06
div,32,62,3.550424e-06
mul,32,62,3.609942e-06
div,32,63,3.545302e-06
mul,32,63,3.625944e-06
div,32,64,3.547542e-06
mul,32,64,3.621462e-06
div,32,65,3.549782e-06
mul,32,65,3.626902e-06
div,32,66,3.541144e-06
mul,32,66,3.620822e-06
div,32,67,3.552982e-06
mul,32,67,3.613784e-06
div,32,68,3.547542e-06
mul,32,68,3.618904e-06
div,32,69,3.552342e-06
mul,32,69,3.611224e-06
div,32,70,3.556822e-06
mul,32,70,3.610584e-06
div,32,71,3.547862e-06
mul,32,71,3.600342e-06
div,32,72,3.540182e-06
mul,32,72,3.606742e-06
div,32,73,3.553302e-06
mul,32,73,3.627222e-06
div,32,74,3.549782e-06
mul,32,74,3.602582e-06
div,32,75,3.549784e-06
mul,32,75,3.609622e-06
div,32,76,3.545624e-06
mul,32,76,3.618262e-06
div,32,77,3.536022e-06
mul,32,77,3.623704e-06
div,32,78,3.535382e-06
mul,32,78,3.625624e-06
div,32,79,3.565142e-06
mul,32,79,3.623064e-06
div,32,80,3.549144e-06
mul,32,80,3.627222e-06
div,32,81,3.551384e-06
mul,32,81,3.617942e-06
div,32,82,3.536662e-06
mul,32,82,3.635862e-06
div,32,83,3.567384e-06
mul,32,83,3.642902e-06
div,32,84,3.553622e-06
mul,32,84,3.636504e-06
div,32,85,3.549464e-06
mul,32,85,3.617622e-06
div,32,86,3.555542e-06
mul,32,86,3.624024e-06
div,32,87,3.549782e-06
mul,32,87,3.611862e-06
div,32,88,3.555224e-06
mul,32,88,3.619222e-06
div,32,89,3.561942e-06
mul,32,89,3.633304e-06
div,32,90,3.549142e-06
mul,32,90,3.609304e-06
div,32,91,3.545622e-06
mul,32,91,3.615062e-06
div,32,92,3.531862e-06
mul,32,92,3.594582e-06
div,32,93,3.548504e-06
mul,32,93,3.620822e-06
div,32,94,3.533784e-06
mul,32,94,3.609302e-06
div,32,95,3.560662e-06
mul,32,95,3.609624e-06
div,32,96,3.547542e-06
mul,32,96,3.608024e-06
div,32,97,3.560662e-06
mul,32,97,3.613464e-06
div,32,98,3.544982e-06
mul,32,98,3.624982e-06
div,32,99,3.538904e-06
mul,32,99,3.611542e-06
div,32,100,3.552662e-06
mul,32,100,3.618262e-06
div,32,101,3.530264e-06
mul,32,101,3.630102e-06
div,32,102,3.552022e-06
mul,32,102,3.625944e-06
div,32,103,3.547542e-06
mul,32,103,3.625304e-06
div,32,104,3.540824e-06
mul,32,104,3.630102e-06
div,32,105,3.535384e-06
mul,32,105,3.613782e-06
