1,5.298000e-06,5.282000e-06
2,5.306000e-06,5.282000e-06
3,5.300000e-06,5.286000e-06
4,5.300000e-06,5.284000e-06
5,5.304000e-06,5.282000e-06
6,5.296000e-06,5.288000e-06
7,5.298000e-06,5.286000e-06
8,5.302000e-06,5.290000e-06
9,5.302000e-06,5.374000e-06
10,5.292000e-06,5.368000e-06
11,5.302000e-06,5.364000e-06
12,5.300000e-06,5.380000e-06
13,5.296000e-06,5.354000e-06
14,5.298000e-06,5.370000e-06
15,5.294000e-06,5.360000e-06
16,5.302000e-06,5.360000e-06
17,5.302000e-06,5.360000e-06
18,5.298000e-06,5.368000e-06
19,5.304000e-06,5.360000e-06
20,5.302000e-06,5.378000e-06
21,5.296000e-06,5.372000e-06
22,5.294000e-06,5.362000e-06
23,5.302000e-06,5.364000e-06
24,5.296000e-06,5.370000e-06
25,5.300000e-06,5.376000e-06
26,5.300000e-06,5.382000e-06
27,5.294000e-06,5.380000e-06
28,5.300000e-06,5.372000e-06
29,5.300000e-06,5.372000e-06
30,5.294000e-06,5.370000e-06
31,5.298000e-06,5.372000e-06
32,5.304000e-06,5.368000e-06
33,5.304000e-06,5.390000e-06
34,5.296000e-06,5.380000e-06
35,5.302000e-06,5.390000e-06
36,5.302000e-06,5.392000e-06
37,5.296000e-06,5.378000e-06
38,5.300000e-06,5.382000e-06
39,5.300000e-06,5.392000e-06
40,5.300000e-06,5.416000e-06
41,5.298000e-06,5.388000e-06
42,5.298000e-06,5.416000e-06
43,5.300000e-06,5.400000e-06
44,5.304000e-06,5.398000e-06
45,5.298000e-06,5.402000e-06
46,5.296000e-06,5.398000e-06
47,5.298000e-06,5.396000e-06
48,5.302000e-06,5.416000e-06
49,5.302000e-06,5.404000e-06
50,5.298000e-06,5.416000e-06
51,5.302000e-06,5.410000e-06
52,5.294000e-06,5.418000e-06
53,5.300000e-06,5.412000e-06
54,5.302000e-06,5.412000e-06
55,5.298000e-06,5.404000e-06
56,5.298000e-06,5.404000e-06
57,5.302000e-06,5.404000e-06
58,5.298000e-06,5.414000e-06
59,5.300000e-06,5.408000e-06
60,5.300000e-06,5.400000e-06
61,5.302000e-06,5.410000e-06
62,5.304000e-06,5.410000e-06
63,5.300000e-06,5.414000e-06
64,5.296000e-06,5.404000e-06
65,5.300000e-06,5.418000e-06
66,5.302000e-06,5.418000e-06
67,5.296000e-06,5.424000e-06
68,5.304000e-06,5.438000e-06
69,5.300000e-06,5.416000e-06
70,5.302000e-06,5.430000e-06
71,5.300000e-06,5.404000e-06
72,5.304000e-06,5.422000e-06
73,5.302000e-06,5.430000e-06
74,5.302000e-06,5.438000e-06
75,5.296000e-06,5.424000e-06
76,5.298000e-06,5.426000e-06
77,5.302000e-06,5.422000e-06
78,5.304000e-06,5.428000e-06
79,5.298000e-06,5.426000e-06
80,5.302000e-06,5.436000e-06
81,5.302000e-06,5.424000e-06
82,5.304000e-06,5.428000e-06
83,5.296000e-06,5.442000e-06
84,5.298000e-06,5.430000e-06
85,5.302000e-06,5.440000e-06
86,5.306000e-06,5.428000e-06
87,5.296000e-06,5.436000e-06
88,5.300000e-06,5.442000e-06
89,5.306000e-06,5.450000e-06
90,5.300000e-06,5.442000e-06
91,5.300000e-06,5.442000e-06
92,5.306000e-06,5.426000e-06
93,5.294000e-06,5.436000e-06
94,5.302000e-06,5.462000e-06
95,5.302000e-06,5.436000e-06
96,5.306000e-06,5.450000e-06
97,5.302000e-06,5.520000e-06
98,5.306000e-06,5.504000e-06
99,5.300000e-06,5.524000e-06
100,5.306000e-06,5.518000e-06
101,5.304000e-06,5.518000e-06
102,5.300000e-06,5.508000e-06
103,5.302000e-06,5.520000e-06
104,5.300000e-06,5.512000e-06
105,5.304000e-06,5.500000e-06
106,5.298000e-06,5.514000e-06
107,5.300000e-06,5.444000e-06
108,5.302000e-06,5.458000e-06
109,5.302000e-06,5.458000e-06
110,5.300000e-06,5.450000e-06
111,5.302000e-06,5.454000e-06
112,5.302000e-06,5.462000e-06
113,5.298000e-06,5.466000e-06
114,5.304000e-06,5.472000e-06
115,5.300000e-06,5.470000e-06
116,5.304000e-06,5.490000e-06
117,5.304000e-06,5.474000e-06
118,5.306000e-06,5.472000e-06
119,5.302000e-06,5.486000e-06
120,5.304000e-06,5.468000e-06
121,5.304000e-06,5.504000e-06
122,5.304000e-06,5.508000e-06
123,5.302000e-06,5.508000e-06
124,5.308000e-06,5.514000e-06
125,5.300000e-06,5.512000e-06
126,5.308000e-06,5.512000e-06
127,5.298000e-06,5.514000e-06
128,5.306000e-06,5.512000e-06
129,5.306000e-06,5.524000e-06
130,5.306000e-06,5.522000e-06
131,5.304000e-06,5.504000e-06
132,5.304000e-06,5.532000e-06
133,5.304000e-06,5.524000e-06
134,5.308000e-06,5.522000e-06
135,5.300000e-06,5.508000e-06
136,5.302000e-06,5.522000e-06
137,5.306000e-06,5.526000e-06
138,5.312000e-06,5.524000e-06
139,5.304000e-06,5.516000e-06
140,5.302000e-06,5.522000e-06
141,5.304000e-06,5.508000e-06
142,5.306000e-06,5.514000e-06
143,5.298000e-06,5.522000e-06
144,5.312000e-06,5.508000e-06
145,5.310000e-06,5.524000e-06
146,5.308000e-06,5.522000e-06
147,5.304000e-06,5.526000e-06
148,5.306000e-06,5.520000e-06
149,5.306000e-06,5.518000e-06
150,5.306000e-06,5.530000e-06
151,5.308000e-06,5.528000e-06
152,5.306000e-06,5.522000e-06
153,5.310000e-06,5.524000e-06
154,5.310000e-06,5.538000e-06
155,5.304000e-06,5.526000e-06
156,5.310000e-06,5.516000e-06
157,5.310000e-06,5.534000e-06
158,5.310000e-06,5.534000e-06
159,5.306000e-06,5.540000e-06
160,5.304000e-06,5.542000e-06
161,5.306000e-06,5.526000e-06
162,5.302000e-06,5.536000e-06
163,5.302000e-06,5.542000e-06
164,5.304000e-06,5.520000e-06
165,5.308000e-06,5.542000e-06
166,5.310000e-06,5.530000e-06
167,5.312000e-06,5.530000e-06
168,5.304000e-06,5.526000e-06
169,5.304000e-06,5.534000e-06
170,5.306000e-06,5.528000e-06
171,5.302000e-06,5.526000e-06
172,5.304000e-06,5.524000e-06
173,5.304000e-06,5.538000e-06
174,5.264000e-06,5.548000e-06
175,5.266000e-06,5.542000e-06
176,5.270000e-06,5.590000e-06
177,5.266000e-06,5.588000e-06
178,5.272000e-06,5.582000e-06
179,5.266000e-06,5.592000e-06
180,5.270000e-06,5.578000e-06
181,5.268000e-06,5.584000e-06
182,5.268000e-06,5.550000e-06
183,5.266000e-06,5.582000e-06
184,5.274000e-06,5.600000e-06
185,5.266000e-06,5.606000e-06
186,5.270000e-06,5.622000e-06
187,5.268000e-06,5.614000e-06
188,5.270000e-06,5.614000e-06
189,5.274000e-06,5.616000e-06
190,5.272000e-06,5.616000e-06
191,5.270000e-06,5.614000e-06
192,5.278000e-06,5.622000e-06
193,5.268000e-06,5.626000e-06
194,5.272000e-06,5.630000e-06
195,5.270000e-06,5.630000e-06
196,5.274000e-06,5.644000e-06
197,5.274000e-06,5.634000e-06
198,5.262000e-06,5.640000e-06
199,5.266000e-06,5.624000e-06
200,5.274000e-06,5.632000e-06
201,5.270000e-06,5.636000e-06
202,5.274000e-06,5.628000e-06
203,5.272000e-06,5.628000e-06
204,5.272000e-06,5.622000e-06
205,5.274000e-06,5.634000e-06
206,5.272000e-06,5.634000e-06
207,5.272000e-06,5.624000e-06
208,5.276000e-06,5.648000e-06
209,5.272000e-06,5.650000e-06
210,5.274000e-06,5.644000e-06
211,5.274000e-06,5.656000e-06
212,5.276000e-06,5.642000e-06
213,5.272000e-06,5.638000e-06
214,5.272000e-06,5.640000e-06
215,5.276000e-06,5.646000e-06
216,5.276000e-06,5.658000e-06
217,5.270000e-06,5.636000e-06
218,5.270000e-06,5.636000e-06
219,5.274000e-06,5.670000e-06
220,5.276000e-06,5.646000e-06
221,5.268000e-06,5.674000e-06
222,5.272000e-06,5.674000e-06
223,5.266000e-06,5.656000e-06
224,5.278000e-06,5.686000e-06
225,5.272000e-06,5.650000e-06
226,5.272000e-06,5.666000e-06
227,5.268000e-06,5.660000e-06
228,5.278000e-06,5.658000e-06
229,5.268000e-06,5.670000e-06
230,5.272000e-06,5.638000e-06
231,5.276000e-06,5.666000e-06
232,5.272000e-06,5.676000e-06
233,5.268000e-06,5.692000e-06
234,5.274000e-06,5.694000e-06
235,5.270000e-06,5.690000e-06
236,5.274000e-06,5.684000e-06
237,5.272000e-06,5.684000e-06
238,5.268000e-06,5.702000e-06
239,5.272000e-06,5.698000e-06
240,5.276000e-06,5.690000e-06
241,5.272000e-06,5.700000e-06
242,5.274000e-06,5.718000e-06
243,5.268000e-06,5.704000e-06
244,5.276000e-06,5.712000e-06
245,5.272000e-06,5.728000e-06
246,5.280000e-06,5.696000e-06
247,5.270000e-06,5.726000e-06
248,5.274000e-06,5.716000e-06
249,5.268000e-06,5.722000e-06
250,5.274000e-06,5.748000e-06
251,5.272000e-06,5.728000e-06
252,5.268000e-06,5.728000e-06
253,5.270000e-06,5.758000e-06
254,5.278000e-06,5.732000e-06
255,5.270000e-06,5.742000e-06
256,5.274000e-06,5.766000e-06
257,5.270000e-06,5.734000e-06
258,5.282000e-06,5.740000e-06
259,5.270000e-06,5.740000e-06
260,5.270000e-06,5.738000e-06
261,5.266000e-06,5.740000e-06
